entry_time,exit_time,side,entry_price,exit_price,size,pnl
2024-01-06 06:55:00,2024-01-06 07:05:00,short,43455.4,43444.50000000001,101408.90609598815,25.43658731586133
2024-01-08 00:10:00,2024-01-08 00:20:00,short,43810.1,43765.9,101459.77927061988,102.36274840187772
2024-01-08 00:15:00,2024-01-08 00:30:00,short,43780.8,43778.4,101664.50476742364,5.573100798568429
2024-01-08 00:55:00,2024-01-08 01:05:00,short,43621.8,43640.950000000004,101675.65096902077,-44.63568023458215
2024-01-08 01:30:00,2024-01-08 01:40:00,short,43713.9,43691.9,101586.3796085516,51.125622545417706
2024-01-08 17:50:00,2024-01-08 18:00:00,long,45476.4,45507.7,101688.63085364245,69.98914042709107
2024-01-08 17:55:00,2024-01-08 18:05:00,long,45643.0,45756.8,101828.60913449663,253.88549656039288
2024-01-08 18:00:00,2024-01-08 18:10:00,long,45987.4,45948.700000000004,102336.38012761739,-86.1196308323257
2024-01-08 18:10:00,2024-01-08 18:25:00,long,45894.9,45914.100000000006,102164.14086595274,42.74007579549664
2024-01-08 18:20:00,2024-01-08 18:30:00,long,46049.0,46090.0,102249.62101754374,91.03855592345748
2024-01-08 18:35:00,2024-01-08 18:45:00,long,46664.9,46847.2,102431.69812939064,400.1572610031837
2024-01-08 18:40:00,2024-01-08 18:50:00,long,46960.2,46859.399999999994,103232.01265139702,-221.58736281491815
2024-01-09 11:25:00,2024-01-09 11:35:00,short,46537.8,46523.100000000006,102788.83792576718,32.468142402702284
2024-01-09 21:50:00,2024-01-09 22:00:00,short,45688.6,45685.299999999996,102853.77421057259,7.428930956413391
2024-01-09 21:55:00,2024-01-09 22:05:00,short,45450.2,45400.399999999994,102868.63207248542,112.71364872343958
2024-01-10 17:40:00,2024-01-10 17:50:00,long,46299.5,46165.3,103094.05936993229,-298.8201334235707
2024-01-10 17:50:00,2024-01-10 18:00:00,long,46246.6,46351.3,102496.41910308514,232.04679003631534
2024-01-10 17:55:00,2024-01-10 18:05:00,long,46409.9,46443.8,102960.51268315778,75.20725922613921
2024-01-10 18:00:00,2024-01-10 18:10:00,long,46585.7,46564.34999999999,103110.92720161004,-47.25523703099824
2024-01-10 18:10:00,2024-01-10 18:20:00,long,46276.0,46295.3,103016.41672754806,42.96431936299545
2024-01-10 18:25:00,2024-01-10 18:35:00,long,46392.7,46610.6,103102.34536627404,484.25724424987686
2024-01-11 10:40:00,2024-01-11 10:50:00,long,46725.9,46760.0,104070.85985477381,75.9496622012125
2024-01-11 11:10:00,2024-01-11 11:20:00,long,46987.7,47079.4,104222.75917917622,203.39848549154175
2024-01-11 12:35:00,2024-01-11 12:45:00,long,47316.9,47301.7,104629.55615015932,-33.611019603627426
2024-01-11 14:00:00,2024-01-11 14:20:00,long,47649.4,47514.850000000006,104562.33411095207,-295.2579057580609
2024-01-11 14:25:00,2024-01-11 14:40:00,long,47887.9,47986.200000000004,103971.81829943595,213.42405365102368
2024-01-11 14:40:00,2024-01-11 14:50:00,long,48569.8,48614.00000000001,104398.66640673799,95.0059719244937
2024-01-11 14:45:00,2024-01-11 14:55:00,long,48908.1,48822.85,104588.678350587,-182.30487034637497
2024-01-12 03:00:00,2024-01-12 08:25:00,short,46051.0,45957.4,104224.06860989424,211.838457837744
2024-01-12 09:20:00,2024-01-12 09:30:00,short,45671.9,45663.0,104647.74552556974,20.39251564261007
2024-01-12 14:20:00,2024-01-12 14:30:00,short,45675.5,45650.700000000004,104688.53055685497,56.8417545031701
2024-01-12 14:30:00,2024-01-12 14:40:00,short,45616.2,45592.6,104802.2140658613,54.22047982852966
2024-01-12 14:35:00,2024-01-12 14:45:00,short,45414.0,45267.5,104910.65502551835,338.428919743657
2024-01-12 14:40:00,2024-01-12 14:50:00,short,45315.9,45357.3,105587.51286500569,-96.46333919466213
2024-01-12 15:00:00,2024-01-12 15:10:00,short,45376.8,45355.4,105394.58618661636,49.704786243052475
2024-01-12 15:05:00,2024-01-12 15:15:00,short,45294.6,45283.2,105493.99575910247,26.551322931517706
2024-01-12 16:50:00,2024-01-12 17:00:00,short,43275.1,43501.8,105547.09840496551,-552.9167398436085
2024-01-12 19:10:00,2024-01-12 19:20:00,short,43360.5,43377.350000000006,104441.26492527829,-40.58613978140352
2024-01-12 22:20:00,2024-01-12 22:30:00,short,41993.0,42163.0,104360.09264571549,-422.48031218945135
2024-01-14 20:00:00,2024-01-14 20:10:00,short,42469.1,42515.899999999994,103515.13202133658,-114.07136432366356
2024-01-14 20:20:00,2024-01-14 20:30:00,short,42523.2,42580.649999999994,103286.98929268925,-139.5435323509213
2024-01-14 21:15:00,2024-01-14 21:30:00,short,42379.5,42218.299999999996,103007.90222798739,391.81382128510285
2024-01-14 23:00:00,2024-01-14 23:10:00,short,42207.0,42205.4,103791.5298705576,3.9345712273495184
2024-01-14 23:05:00,2024-01-14 23:15:00,short,42094.0,42091.5,103799.3990130123,6.164738383915303
2024-01-14 23:10:00,2024-01-14 23:20:00,short,42043.3,41998.9,103811.72848978014,109.6308031231228
2024-01-14 23:15:00,2024-01-14 23:25:00,short,41986.0,41955.0,104030.99009602638,76.81038186483156
2024-01-14 23:20:00,2024-01-14 23:30:00,short,41879.0,41887.55,104184.61085975605,-21.270288756923936
2024-01-14 23:50:00,2024-01-15 00:00:00,short,41766.7,41840.149999999994,104142.0702822422,-183.14195428967065
2024-01-15 02:55:00,2024-01-15 03:05:00,long,42408.5,42429.5,103775.78637366285,51.38808290429795
2024-01-15 03:20:00,2024-01-15 03:35:00,long,42617.6,42581.6,103878.56253947146,-87.74844785771542
2024-01-17 21:15:00,2024-01-17 21:30:00,long,42773.9,42756.45,103703.06564375601,-42.306605090580824
2024-01-18 06:50:00,2024-01-18 07:05:00,long,42824.8,42846.2,103618.45243357486,51.77922330233646
2024-01-18 07:45:00,2024-01-18 08:00:00,long,42896.7,42904.7,103722.01088017951,19.34358789933576
2024-01-18 12:20:00,2024-01-18 12:30:00,short,42396.9,42400.600000000006,103760.6980559782,-9.05525127562563
2024-01-18 12:30:00,2024-01-18 12:40:00,short,42408.1,42417.35,103742.58755342693,-22.628199208858664
2024-01-18 12:50:00,2024-01-18 13:05:00,short,42435.5,42426.0,103697.33115500923,23.214635057265443
2024-01-18 13:00:00,2024-01-18 13:15:00,short,42405.4,42383.4,103743.76042512376,53.82245490792972
2024-01-18 17:10:00,2024-01-18 17:20:00,short,41701.6,41734.35,103851.40533493963,-81.55882567381762
2024-01-18 18:00:00,2024-01-18 18:10:00,short,41640.2,41485.2,103688.28768359199,385.96559552924236
2024-01-18 20:20:00,2024-01-18 20:30:00,short,40954.0,40847.9,104460.21887465045,270.62629346584606
2024-01-18 20:55:00,2024-01-18 21:05:00,short,40847.4,40942.25,105001.47146158214,-243.81942469118997
2024-01-18 23:15:00,2024-01-19 00:00:00,long,41286.1,41257.399999999994,104513.83261219977,-72.65270868332416
2024-01-19 14:40:00,2024-01-19 14:50:00,short,40935.0,40956.65,104368.52719483314,-55.19918440865493
2024-01-19 14:55:00,2024-01-19 15:10:00,short,40973.4,40888.8,104258.12882601582,215.26741004360844
2024-01-19 15:25:00,2024-01-19 15:40:00,short,40826.6,40902.0,104688.66364610303,-193.34270399485436
2024-01-19 16:10:00,2024-01-19 16:20:00,short,40814.0,40811.0,104301.97823811334,7.666632398548047
2024-01-19 16:15:00,2024-01-19 16:30:00,short,40756.3,40739.0,104317.31150291044,44.280012881460145
2024-01-19 16:25:00,2024-01-19 16:35:00,short,40613.1,40551.4,104405.87152867336,158.61488715017674
2024-01-19 16:35:00,2024-01-19 16:45:00,short,40459.3,40366.700000000004,104723.10130297372,239.68183287044548
2024-01-19 16:50:00,2024-01-19 17:00:00,short,40384.8,40413.0,105202.46496871462,-73.46104257338023
2024-01-19 18:50:00,2024-01-19 19:00:00,long,41874.8,41814.90000000001,105055.54288356785,-150.27718386058208
2024-01-21 16:50:00,2024-01-21 17:05:00,short,41590.0,41592.15,104754.9885158467,-5.41532159916381
2024-01-22 01:50:00,2024-01-22 02:05:00,short,41351.6,41343.299999999996,104744.15787264836,21.024011412938947
2024-01-22 02:45:00,2024-01-22 02:55:00,short,41273.1,41282.5,104786.20589547425,-23.865189079996668
2024-01-22 04:15:00,2024-01-22 04:30:00,short,41036.7,41010.09999999999,104738.47551731425,67.89150805891235
2024-01-22 04:45:00,2024-01-22 04:55:00,short,40991.8,40960.8,104874.25853343208,79.3110332929121
2024-01-22 04:50:00,2024-01-22 05:00:00,short,40889.7,40820.7,105032.8806000179,177.2394701208675
2024-01-22 04:55:00,2024-01-22 05:10:00,short,40776.7,40808.75,105387.35954025964,-82.83320801500928
2024-01-22 21:55:00,2024-01-22 22:05:00,short,39854.4,39841.9,105221.69312422964,33.001906039304835
2024-01-23 16:40:00,2024-01-23 16:50:00,long,39138.3,39172.5,105287.69693630823,92.00295452846534
2024-01-25 08:45:00,2024-01-25 09:10:00,long,40098.0,40118.2,105471.70284536516,53.13303400359293
2024-01-26 16:10:00,2024-01-26 16:20:00,long,41621.6,41658.799999999996,105577.96891337234,94.36207266364445
2024-01-26 16:15:00,2024-01-26 16:25:00,long,41717.2,41759.299999999996,105766.69305869963,106.73721577121907
2024-01-26 16:25:00,2024-01-26 16:40:00,long,41798.4,41765.9,105980.16749024208,-82.40400214919393
2024-01-27 08:55:00,2024-01-27 09:05:00,short,41455.4,41487.8,105815.35948594369,-82.70135247385696
2024-01-27 22:20:00,2024-01-27 22:40:00,long,42176.4,42162.15,105649.95678099597,-35.695599532657894
2024-01-29 16:20:00,2024-01-29 16:30:00,long,42977.2,43011.799999999996,105578.56558193066,84.99898479041556
2024-01-29 16:30:00,2024-01-29 16:45:00,long,43107.0,43146.5,105748.56355151147,96.89999907868103
2024-01-29 16:40:00,2024-01-29 17:10:00,long,43177.8,43150.950000000004,105942.36354966884,-65.87997677761382
2024-01-29 17:25:00,2024-01-29 17:35:00,long,43102.1,43116.7,105810.60359611362,35.84128876558462
2024-01-29 18:55:00,2024-01-29 19:05:00,long,43012.0,43054.8,105882.2861736448,105.36040751958302
2024-01-30 21:20:00,2024-01-30 21:45:00,long,43620.0,43619.7,106093.00698868395,-0.7296630466967895
2024-01-30 23:25:00,2024-01-30 23:35:00,short,42874.2,42924.3,106091.54766259057,-123.97167848954396
2024-01-31 00:15:00,2024-01-31 00:25:00,short,42841.4,42847.3,105843.60430561149,-14.576490623631855
2024-01-31 00:30:00,2024-01-31 00:40:00,short,42909.4,42931.15,105814.45132436421,-53.63543457389107
2024-01-31 01:10:00,2024-01-31 01:20:00,short,42858.8,42852.8,105707.18045521644,14.79843305765207
2024-01-31 01:40:00,2024-01-31 01:55:00,short,42791.6,42788.1,105736.77732133174,8.648396428847276
2024-01-31 01:55:00,2024-01-31 02:05:00,short,42770.9,42797.05,105754.07411418943,-64.65772378150113
2024-01-31 02:05:00,2024-01-31 02:15:00,short,42787.8,42761.600000000006,105624.75866662644,64.67658250868952
2024-01-31 02:10:00,2024-01-31 02:25:00,short,42728.1,42740.3,105754.11183164382,-30.195589421165845
2024-01-31 16:45:00,2024-01-31 16:55:00,long,43481.0,43498.4,105693.7206528015,42.29596235962604
2024-01-31 17:55:00,2024-01-31 18:05:00,long,43705.0,43681.75,105778.31257752073,-56.271496795043056
2024-01-31 18:10:00,2024-01-31 18:20:00,long,43570.1,43578.1,105665.76958393065,19.401519773226255
2024-02-01 17:15:00,2024-02-01 17:30:00,long,42979.0,43034.8,105704.57262347711,137.23714261360968
2024-02-01 19:40:00,2024-02-01 19:50:00,long,42983.9,43050.200000000004,105979.04690870433,163.46610731104914
2024-02-01 19:45:00,2024-02-01 19:55:00,long,43156.0,43225.700000000004,106305.97912332641,171.69169396830836
2024-02-01 20:20:00,2024-02-01 20:30:00,long,43130.0,43128.6,106649.36251126303,-3.461838801667596
2024-02-02 14:20:00,2024-02-02 14:30:00,short,42643.6,42668.1,106642.43883365969,-61.2692115915322
2024-02-04 19:50:00,2024-02-04 20:15:00,short,42626.5,42616.9,106519.90041047662,23.98956151549906
2024-02-04 20:10:00,2024-02-04 20:40:00,short,42604.5,42612.55,106567.87953350763,-20.135699990495052
2024-02-05 00:30:00,2024-02-05 00:40:00,short,42494.0,42445.2,106527.60813352664,122.33603042585801
2024-02-05 00:35:00,2024-02-05 00:50:00,short,42426.1,42373.1,106772.28019437834,133.38324404793397
2024-02-05 01:05:00,2024-02-05 01:15:00,short,42300.1,42329.65,107039.04668247422,-74.77532746890492
2024-02-07 17:50:00,2024-02-07 18:00:00,long,43530.1,43467.05,106889.4960275364,-154.82120933642935
2024-02-07 18:10:00,2024-02-07 18:20:00,long,43486.8,43488.8,106579.85360886356,4.901710570051765
2024-02-07 18:15:00,2024-02-07 18:25:00,long,43563.0,43573.1,106589.65703000365,24.712612446408233
2024-02-07 18:50:00,2024-02-07 19:15:00,long,43649.9,43633.8,106639.08225489648,-39.33317657780838
2024-02-07 20:00:00,2024-02-07 20:10:00,long,43721.4,43804.1,106560.41590174085,201.56139545105276
2024-02-07 20:05:00,2024-02-07 20:20:00,long,43804.9,43822.700000000004,106963.53869264298,43.46433820712652
2024-02-07 20:15:00,2024-02-07 20:30:00,long,44130.1,44107.45,107050.46736905722,-54.94420103079988
2024-02-07 20:45:00,2024-02-07 20:55:00,long,44224.1,44167.85,106940.57896699564,-136.02102850919533
2024-02-08 20:10:00,2024-02-08 20:25:00,long,45465.4,45415.700000000004,106668.53690997725,-116.60353333360224
2024-02-09 08:00:00,2024-02-09 08:15:00,long,46254.2,46254.299999999996,106435.32984331003,0.23010954646661533
2024-02-09 08:20:00,2024-02-09 08:30:00,long,46440.6,46451.1,106435.79006240296,24.064628701076884
2024-02-09 08:25:00,2024-02-09 08:35:00,long,46466.4,46466.4,106483.91931980512,0.0
2024-02-09 08:45:00,2024-02-09 09:00:00,long,46441.0,46442.3,106483.91931980512,2.980751816628767
2024-02-09 08:55:00,2024-02-09 09:15:00,long,46632.2,46593.299999999996,106489.88082343836,-88.83253125591132
2024-02-09 09:20:00,2024-02-09 09:35:00,long,46584.9,46553.5,106312.21576092656,-71.65848965852129
2024-02-10 21:20:00,2024-02-10 21:30:00,long,47905.1,48007.6,106168.89878160952,227.16395801522128
2024-02-12 00:40:00,2024-02-12 00:50:00,long,48653.6,48630.75,106623.22669763994,-50.07524068190057
2024-02-12 01:10:00,2024-02-12 01:20:00,long,48461.0,48527.0,106523.07621627615,145.07589670609823
2024-02-12 01:15:00,2024-02-12 01:25:00,long,48526.3,48503.5,106813.22800968833,-50.18601456573456
2024-02-12 01:20:00,2024-02-12 01:30:00,long,48551.3,48544.5,106712.85598055687,-14.94599363288104
2024-02-12 10:55:00,2024-02-12 11:05:00,short,47869.1,47834.7,106682.96399329112,76.66519657502167
2024-02-12 14:45:00,2024-02-12 15:00:00,long,48607.8,48632.700000000004,106836.29438644115,54.7283302314143
2024-02-12 14:55:00,2024-02-12 15:05:00,long,48815.0,48842.799999999996,106945.75104690398,60.90529302680454
2024-02-12 15:20:00,2024-02-12 15:30:00,long,48945.0,48961.700000000004,107067.5616329576,36.53137765391479
2024-02-12 15:25:00,2024-02-12 15:35:00,long,49034.9,49066.1,107140.62438826542,68.17159779898745
2024-02-12 15:30:00,2024-02-12 15:40:00,long,49398.3,49468.600000000006,107276.96758386341,152.66863072506362
2024-02-12 15:35:00,2024-02-12 15:45:00,long,49507.7,49566.7,107582.30484531354,128.20947016067197
2024-02-13 14:05:00,2024-02-13 14:15:00,short,49438.9,49311.9,107838.72378563487,277.0190663784111
2024-02-13 14:10:00,2024-02-13 14:20:00,short,49159.9,49158.00000000001,108392.7619183917,4.1893138034111805
2024-02-13 14:20:00,2024-02-13 14:30:00,short,48701.2,48706.95,108401.14054599851,-12.798587265601082
2024-02-13 14:40:00,2024-02-13 14:50:00,short,48933.6,48841.5,108375.54337146733,203.97819789494304
2024-02-13 14:45:00,2024-02-13 15:00:00,short,48766.4,48651.8,108783.49976725719,255.6389045188391
2024-02-13 14:55:00,2024-02-13 15:10:00,short,48711.2,48683.7,109294.77757629487,61.70257319360042
2024-02-13 15:10:00,2024-02-13 15:20:00,short,48491.3,48507.55,109418.18272268209,-36.66730875937712
2024-02-13 15:40:00,2024-02-13 15:50:00,short,48825.2,48871.799999999996,109344.84810516333,-104.36147566626357
2024-02-13 16:55:00,2024-02-13 17:05:00,short,48497.6,48552.2,109136.1251538308,-122.86860449587203
2024-02-13 17:05:00,2024-02-13 17:20:00,short,48502.4,48509.850000000006,108890.38794483905,-16.72563399315346
2024-02-13 19:20:00,2024-02-13 19:30:00,long,49096.4,49106.0,108856.93667685275,21.285197939108123
2024-02-13 20:35:00,2024-02-13 20:45:00,long,49303.0,49410.899999999994,108899.50707273095,238.3274205047773
2024-02-13 20:40:00,2024-02-13 20:50:00,long,49437.6,49456.0,109376.1619137405,40.70831470809636
2024-02-13 21:05:00,2024-02-13 21:15:00,long,49560.0,49593.799999999996,109457.5785431567,74.65024525339425
2024-02-13 21:15:00,2024-02-13 21:25:00,long,49682.2,49696.59999999999,109606.8790336635,31.768703038193085
2024-02-14 13:20:00,2024-02-14 13:30:00,long,51679.7,51680.6,109670.4164397399,1.909906110057247
2024-02-14 14:30:00,2024-02-14 14:40:00,long,51839.0,51812.05,109674.23625196001,-57.01731644109653
2024-02-15 07:40:00,2024-02-15 07:50:00,short,51751.9,51758.65,109560.20161907782,-14.289936426078565
2024-02-15 08:00:00,2024-02-15 08:10:00,short,51674.8,51717.850000000006,109531.62174622565,-91.2502093123792
2024-02-15 19:15:00,2024-02-15 19:25:00,short,51817.9,51870.25,109349.1213276009,-110.47198943800785
2024-02-15 20:10:00,2024-02-15 20:20:00,short,51870.9,51862.5,109128.17734872487,17.672272694891504
2024-02-15 20:15:00,2024-02-15 20:30:00,short,51700.6,51711.55,109163.52189411467,-23.120438926067248
2024-02-15 21:40:00,2024-02-15 21:50:00,short,51499.0,51509.15,109117.28101626254,-21.50605647323683
2024-02-15 21:55:00,2024-02-15 22:05:00,short,51349.1,51381.25,109074.26890331606,-68.29209752929984
2024-02-16 02:05:00,2024-02-16 03:40:00,long,52072.6,52201.7,108937.68470825745,270.081676271895
2024-02-17 10:10:00,2024-02-17 10:25:00,short,51653.4,51621.0,109477.84806080126,68.67083826369843
2024-02-17 10:40:00,2024-02-17 10:50:00,short,51655.0,51671.3,109615.18973732865,-34.589634937930036
2024-02-17 13:50:00,2024-02-17 14:00:00,short,51184.1,51200.0,109546.0104674528,-34.02973904850645
2024-02-17 14:05:00,2024-02-17 14:15:00,short,51276.2,51275.7,109477.95098935577,1.0675318275277397
2024-02-17 14:25:00,2024-02-17 14:35:00,short,51238.1,51227.4,109480.08605301082,22.862614358590523
2024-02-17 14:30:00,2024-02-17 14:40:00,short,50991.5,50976.9,109525.81128172802,31.35967454797505
2024-02-17 14:35:00,2024-02-17 14:45:00,short,50895.8,50855.4,109588.53063082395,86.98903715995125
2024-02-17 14:45:00,2024-02-17 14:55:00,short,50720.3,50735.15,109762.50870514386,-32.13650657175187
2024-02-17 15:00:00,2024-02-17 15:10:00,short,50803.7,50778.7,109698.23569200037,53.98142049299577
2024-02-17 15:05:00,2024-02-17 15:15:00,short,50710.1,50727.399999999994,109806.19853298634,-37.460924640657076
2024-02-17 21:20:00,2024-02-17 21:50:00,long,51917.9,51753.4,109731.27668370504,-347.67960596382903
2024-02-18 22:30:00,2024-02-18 22:40:00,long,52343.7,52365.2,109035.91747177737,44.786139031883756
2024-02-18 22:45:00,2024-02-18 22:55:00,long,52207.6,52211.9,109125.48974984114,8.987955890035828
2024-02-19 00:35:00,2024-02-19 00:45:00,long,52394.8,52351.65,109143.46566162123,-89.88564787534477
2024-02-20 13:30:00,2024-02-20 13:40:00,long,52749.3,52761.5,108963.69436587054,25.201416346061528
2024-02-20 13:35:00,2024-02-20 13:45:00,long,52988.8,52989.700000000004,109014.09719856267,1.8515740586475826
2024-02-20 15:25:00,2024-02-20 15:35:00,short,51521.9,51516.8,109017.80034667994,10.791348567655872
2024-02-20 15:35:00,2024-02-20 15:45:00,short,51553.5,51559.6,109039.38304381525,-12.901941411681348
2024-02-20 15:45:00,2024-02-20 15:55:00,short,51606.1,51626.649999999994,109013.57916099188,-43.410159879508576
2024-02-20 16:10:00,2024-02-20 16:25:00,short,51709.3,51747.950000000004,108926.75884123288,-81.41706093901502
2024-02-20 16:50:00,2024-02-20 17:00:00,short,51525.1,51495.1,108763.92471935484,63.326761938951016
2024-02-20 16:55:00,2024-02-20 17:05:00,short,51429.0,51418.5,108890.57824323274,22.231641127650622
2024-02-20 17:00:00,2024-02-20 17:20:00,short,51319.1,51221.5,108935.04152548805,207.17549709343064
2024-02-20 17:15:00,2024-02-20 17:25:00,short,51200.4,51128.3,109349.39251967489,153.9849532556074
2024-02-20 17:20:00,2024-02-20 17:30:00,short,50850.0,50973.75,109657.36242618613,-266.8652625416034
2024-02-20 17:35:00,2024-02-20 17:45:00,short,51100.2,51120.1,109123.63190110293,-42.49612085338428
2024-02-20 17:45:00,2024-02-20 17:55:00,short,51097.7,51121.59999999999,109038.63965939614,-51.00079823277629
2024-02-20 23:00:00,2024-02-20 23:10:00,long,52300.5,52335.2,108936.6380629306,72.27658130961223
2024-02-20 23:05:00,2024-02-20 23:15:00,long,52397.9,52492.6,109081.19122554983,197.1450918654994
2024-02-22 02:35:00,2024-02-22 02:45:00,short,51413.5,51415.7,109475.48140928084,-4.684490631839871
2024-02-22 16:30:00,2024-02-22 16:50:00,long,51577.2,51542.59999999999,109466.11242801715,-73.4341431874943
2024-02-23 09:20:00,2024-02-23 09:30:00,short,50931.1,50959.95,109319.24414164218,-61.92405413364757
2024-02-23 09:45:00,2024-02-23 09:55:00,short,50931.5,50956.05,109195.39603337487,-52.63436130134928
2024-02-24 05:45:00,2024-02-24 06:20:00,long,51080.0,51074.95,109090.12731077216,-10.785143753322572
2024-02-24 06:15:00,2024-02-24 06:30:00,long,51074.8,51068.55,109068.55702326553,-13.346669617803878
2024-02-25 21:00:00,2024-02-25 21:10:00,long,51812.9,51795.850000000006,109041.8636840299,-35.882256654467014
2024-02-26 16:05:00,2024-02-26 16:20:00,long,53481.9,53298.4,108970.09917072096,-373.8837475450067
2024-02-26 19:10:00,2024-02-26 19:20:00,long,53874.4,54092.5,108222.33167563097,438.11700062469293
2024-02-27 19:50:00,2024-02-27 20:00:00,long,57570.4,57566.65,109098.56567688033,-7.106423114800335
2024-02-28 07:50:00,2024-02-28 08:00:00,long,58335.8,58418.700000000004,109084.35283065075,155.01789380896648
2024-02-28 08:00:00,2024-02-28 08:10:00,long,58660.4,58562.850000000006,109394.38861826868,-181.91868125194566
2024-02-28 08:20:00,2024-02-28 08:30:00,long,58696.0,58641.65,109030.55125576479,-100.95765402669105
2024-02-28 09:25:00,2024-02-28 09:35:00,long,59137.2,59155.2,108828.63594771139,33.1249272379958
2024-02-28 10:35:00,2024-02-28 10:45:00,long,59295.4,59311.9,108894.88580218737,30.301939370273104
2024-02-28 11:00:00,2024-02-28 11:15:00,long,59389.8,59419.8,108955.48968092793,55.03747597108995
2024-02-28 11:15:00,2024-02-28 11:25:00,long,59524.8,59446.8,109065.5646328701,-142.91713775374075
2024-02-28 14:55:00,2024-02-28 15:05:00,long,61025.9,60873.7,108779.73035736263,-271.2991526612646
2024-02-28 15:10:00,2024-02-28 15:20:00,long,61276.6,61168.35,108237.13205204009,-191.20952442911877
2024-02-29 06:00:00,2024-02-29 06:10:00,long,62975.3,63093.700000000004,107854.71300318184,202.7778830680741
2024-02-29 06:05:00,2024-02-29 06:15:00,long,63190.4,63324.0,108260.26876931799,228.88875379141015
2024-02-29 06:10:00,2024-02-29 06:20:00,long,63282.6,63310.299999999996,108718.04627690083,47.587960701201226
2024-03-01 15:45:00,2024-03-01 16:05:00,short,61375.0,61512.75,108813.22219830324,-244.22030725566225
2024-03-01 16:15:00,2024-03-01 16:25:00,short,61349.6,61388.549999999996,108324.7815837919,-68.7738834921235
2024-03-03 08:05:00,2024-03-03 08:15:00,short,61481.3,61526.7,108187.23381680764,-79.88933895806427
2024-03-03 13:55:00,2024-03-03 14:05:00,long,62450.0,62410.850000000006,108027.45513889153,-67.7225759597594
2024-03-03 14:35:00,2024-03-03 14:50:00,long,62289.9,62268.65,107892.009986972,-36.80701385333987
2024-03-03 17:40:00,2024-03-03 17:50:00,long,62720.1,62743.7,107818.39595926533,40.5693572656693
2024-03-03 18:50:00,2024-03-03 19:00:00,long,62932.1,62919.25,107899.53467379666,-22.031825102898683
2024-03-05 13:05:00,2024-03-05 13:15:00,long,67753.0,67915.8,107855.47102359087,259.16004726935944
2024-03-05 13:10:00,2024-03-05 13:20:00,long,67919.9,68029.79999999999,108373.7911181296,175.35773232707663
2024-03-05 14:40:00,2024-03-05 14:50:00,long,68475.1,68850.6,108724.50658278374,596.2174895960034
2024-03-05 14:50:00,2024-03-05 15:00:00,long,68850.3,69047.0,109916.94156197576,314.0242294549234
2024-03-05 15:10:00,2024-03-05 15:20:00,long,68423.0,68382.1,110544.9900208856,-66.07851295402975
2024-03-05 23:45:00,2024-03-05 23:55:00,long,64325.9,64307.299999999996,110412.83299497754,-31.92615561861124
