entry_time,exit_time,side,entry_price,exit_price,size,pnl
2024-01-01 18:35:00,2024-01-01 18:45:00,long,43128.4,43154.9,100000.0,61.44443104775507
2024-01-01 20:00:00,2024-01-01 20:15:00,long,43740.1,43653.35,100122.88886209551,-198.5743198755098
2024-01-02 00:55:00,2024-01-02 01:05:00,long,45179.8,45440.0,99725.7402223445,574.3415775601871
2024-01-02 21:05:00,2024-01-02 21:15:00,short,44717.8,44732.75,100874.42337746487,-33.72421338913824
2024-01-03 11:45:00,2024-01-03 11:55:00,short,44358.2,44245.6,100806.97495068659,255.89102757657355
2024-01-03 11:50:00,2024-01-03 12:00:00,short,44100.1,44033.2,101318.75700583974,153.70089509300038
2024-01-03 11:55:00,2024-01-03 12:05:00,short,43728.9,43654.4,101626.15879602576,173.13833255133147
2024-01-03 12:00:00,2024-01-03 12:10:00,short,42967.4,42730.8,101972.4354611284,561.5112441083899
2024-01-03 12:05:00,2024-01-03 12:15:00,short,40436.8,40618.90000000001,103095.4579493452,-464.2722196755519
2024-01-03 12:25:00,2024-01-03 12:35:00,short,42323.6,42407.3,102166.9135099941,-202.04733672908148
2024-01-03 13:00:00,2024-01-03 13:10:00,short,42544.5,42612.1,101762.81883653594,-161.6934398888148
2024-01-03 14:45:00,2024-01-03 14:55:00,short,42294.1,42263.6,101439.43195675832,73.15211045231199
2024-01-03 16:10:00,2024-01-03 16:30:00,long,43280.1,43317.6,101585.73617766293,88.0188610160873
2024-01-04 05:35:00,2024-01-04 05:45:00,long,43266.8,43245.8,101761.77389969511,-49.39115561801652
2024-01-04 16:15:00,2024-01-04 16:25:00,long,44005.0,43993.0,101662.99158845906,-27.723120078661715
2024-01-04 17:10:00,2024-01-04 17:20:00,long,44150.0,44152.8,101607.54534830173,6.443966635912584
2024-01-04 17:20:00,2024-01-04 17:30:00,long,44179.3,44161.600000000006,101620.43328157357,-40.71322246127839
2024-01-05 08:20:00,2024-01-05 08:30:00,long,43911.1,43881.15,101539.00683665101,-69.25568375097417
2024-01-05 22:55:00,2024-01-05 23:05:00,long,43964.2,43970.399999999994,101400.49546914904,14.299886541968897
2024-01-05 23:00:00,2024-01-05 23:10:00,long,44132.2,44150.2,101429.095242233,41.36942446468098
2024-01-05 23:20:00,2024-01-05 23:30:00,long,44156.9,44140.0,101511.83409116237,-38.85123267577189
2024-01-06 06:20:00,2024-01-06 06:30:00,short,43532.6,43546.0,101434.13162581083,-31.22297689056047
2024-01-06 06:40:00,2024-01-06 06:55:00,short,43576.8,43568.8,101371.68567202971,18.610211979223752
